Employee ID,Gender,Days in Company,Office,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
fffe31003100350031003700,Male,555,Rio de Janeiro,Yes,3,5.0,4.4,0.37
fffe31003900320033003900,Male,682,Rio de Janeiro,No,3,5.0,5.0,0.29
fffe370030003100,Female,499,Sao Paulo,No,0,2.0,4.5,0.23
fffe31003100340036003200,Female,389,Sao Paulo,No,4,9.0,8.4,0.79
fffe3500340031003200,Male,623,Rio de Janeiro,Yes,3,5.0,,0.46
fffe33003400330033003300,Female,553,Rio de Janeiro,Yes,3,4.0,5.7,0.33
fffe3600370033003500,Male,442,Sao Paulo,No,3,6.0,7.5,0.53
fffe33003000360038003300,Female,619,Sao Paulo,No,3,5.0,6.1,0.57
fffe32003000300037003000,Male,455,Rio de Janeiro,Yes,2,5.0,6.7,0.66
fffe33003400380035003300,Male,702,Rio de Janeiro,No,3,7.0,7.5,0.73
fffe390035003300,Female,468,Rio de Janeiro,No,1,2.0,5.1,0.37
fffe31003600300033003500,Female,428,Rio de Janeiro,Yes,1,2.0,0.0,0.0
fffe33003000390035003300,Male,452,Rio de Janeiro,No,3,7.0,6.6,0.63
fffe32003800310034003200,Male,577,Sao Paulo,No,0,2.0,2.9,0.12
fffe31003000390036003200,Male,677,Rio de Janeiro,Yes,3,7.0,8.6,0.83
fffe3700320037003000,Female,540,Rio de Janeiro,Yes,1,3.0,4.2,0.28
fffe31003800380030003100,Male,575,Rio de Janeiro,Yes,4,6.0,6.8,0.59
fffe31003100330038003600,Female,484,Rio de Janeiro,No,3,5.0,6.1,0.43
fffe32003300320039003200,Male,719,Rio de Janeiro,Yes,4,8.0,6.7,0.61
fffe32003000390034003900,Female,454,Rio de Janeiro,Yes,1,2.0,,0.23
fffe31003200370038003900,Female,367,Sao Paulo,Yes,2,3.0,3.5,0.26
fffe31003100300039003000,Female,581,Sao Paulo,Yes,3,,,0.78
fffe3300370033003800,Female,369,Rio de Janeiro,No,4,6.0,6.0,0.53
fffe33003000310038003400,Male,416,Rio de Janeiro,Yes,0,1.0,2.5,0.12
fffe320032003400,Male,381,Sao Paulo,Yes,4,8.0,5.8,0.55
fffe3300300035003400,Female,687,Rio de Janeiro,Yes,2,3.0,3.3,0.25
fffe33003200320037003600,Male,534,Rio de Janeiro,Yes,2,5.0,6.1,0.56
fffe32003100340031003700,Female,627,Rio de Janeiro,No,2,2.0,3.0,0.18
fffe3400350031003100,Male,496,Rio de Janeiro,No,3,5.0,6.2,0.52
fffe3400350035003800,Female,586,Sao Paulo,No,2,5.0,7.8,0.63
fffe33003200300030003800,Female,436,Rio de Janeiro,No,2,5.0,6.6,0.58
fffe31003400350033003100,Male,395,Sao Paulo,No,3,5.0,5.9,0.35
fffe3400330030003200,Female,412,Rio de Janeiro,Yes,2,4.0,5.3,0.4
fffe32003300330036003000,Male,593,Rio de Janeiro,Yes,1,3.0,5.6,0.43
fffe31003700350033003400,Female,539,Sao Paulo,Yes,2,2.0,3.9,0.28
fffe33003200350031003900,Male,730,Rio de Janeiro,Yes,2,5.0,7.3,0.6
fffe320037003200,Male,485,Sao Paulo,Yes,3,6.0,7.1,0.57
fffe33003400350034003900,Female,569,Sao Paulo,Yes,1,2.0,4.3,0.38
fffe3400340038003400,Female,526,Rio de Janeiro,No,2,5.0,7.1,0.65
fffe32003800350035003600,Female,379,Rio de Janeiro,Yes,3,7.0,7.4,0.65
fffe3500310034003000,Female,501,Rio de Janeiro,No,1,2.0,,0.24
fffe32003100370032003600,Male,543,Rio de Janeiro,No,4,6.0,7.8,0.63
fffe32003000350032003100,Female,723,Rio de Janeiro,No,0,1.0,1.9,
fffe31003700300032003200,Male,514,Sao Paulo,Yes,3,6.0,5.2,0.3
fffe32003400390035003700,Male,367,Rio de Janeiro,No,4,7.0,8.0,0.68
fffe33003200390034003900,Female,503,Sao Paulo,No,3,5.0,5.1,0.48
fffe32003400330036003400,Male,556,Sao Paulo,Yes,2,3.0,3.1,0.18
fffe33003200330033003400,Male,483,Sao Paulo,No,2,3.0,4.9,0.38
fffe32003500380036003000,Male,668,Sao Paulo,Yes,1,1.0,4.5,0.21
fffe3400300034003400,Female,369,Sao Paulo,Yes,3,6.0,8.1,0.62
fffe33003300370031003900,Male,389,Sao Paulo,Yes,2,4.0,4.7,0.33
fffe33003000340031003300,Female,646,Sao Paulo,No,2,3.0,3.3,0.2
fffe31003400330038003400,Female,667,Rio de Janeiro,No,3,6.0,6.6,0.55
fffe31003900310039003300,Male,530,Rio de Janeiro,Yes,2,3.0,2.9,0.11
fffe3100330032003800,Male,640,Sao Paulo,Yes,2,4.0,6.4,0.41
fffe3700330033003500,Female,680,Rio de Janeiro,Yes,3,6.0,5.8,0.55
fffe3300340037003300,Male,711,Rio de Janeiro,No,0,2.0,,0.14
fffe32003600370035003900,Male,440,Rio de Janeiro,No,3,6.0,5.8,0.56
fffe33003400300039003100,Female,490,Rio de Janeiro,No,2,6.0,6.4,0.53
fffe3600380031003800,Female,466,Rio de Janeiro,Yes,2,3.0,6.1,0.42
fffe33003100310038003500,Male,528,Rio de Janeiro,Yes,2,5.0,6.8,0.56
fffe32003600380034003800,Female,369,Rio de Janeiro,Yes,1,2.0,2.8,0.16
fffe31003600370032003000,Female,388,Rio de Janeiro,No,2,,7.0,0.52
fffe390037003600,Female,691,Rio de Janeiro,No,2,6.0,8.4,0.65
fffe3200350038003200,Male,524,Sao Paulo,No,4,8.0,8.3,0.67
fffe3700370034003100,Male,540,Sao Paulo,Yes,2,5.0,4.8,0.33
fffe33003300380039003700,Female,439,Rio de Janeiro,Yes,1,2.0,2.0,0.15
fffe33003300360032003900,Female,519,Rio de Janeiro,Yes,1,4.0,5.1,0.44
fffe33003000390033003400,Male,446,Rio de Janeiro,No,3,6.0,7.4,0.53
fffe31003400360032003500,Female,509,Rio de Janeiro,Yes,3,5.0,6.6,0.47
fffe3600390033003100,Male,647,Rio de Janeiro,Yes,2,4.0,,0.33
fffe32003500370036003900,Male,525,Sao Paulo,No,4,7.0,8.3,0.72
fffe32003800380032003300,Male,573,Sao Paulo,No,3,6.0,6.0,0.57
fffe31003100390039003900,Female,369,Rio de Janeiro,Yes,2,4.0,6.5,0.47
fffe3100300037003800,Female,431,Rio de Janeiro,No,3,7.0,7.1,0.53
fffe32003000390036003500,Female,402,Rio de Janeiro,Yes,3,4.0,6.3,0.43
fffe32003500340036003700,Male,665,Rio de Janeiro,Yes,1,4.0,5.2,0.39
fffe31003800350031003200,Male,628,Rio de Janeiro,No,1,3.0,4.3,
fffe3900340030003100,Male,522,Rio de Janeiro,No,2,6.0,6.0,0.52
fffe3100380034003800,Female,509,Sao Paulo,No,4,8.0,7.5,
fffe31003000380036003900,Female,397,Sao Paulo,Yes,1,1.0,4.5,0.25
fffe31003100320033003000,Female,664,Sao Paulo,Yes,4,7.0,7.9,0.59
fffe32003900360031003200,Female,711,Rio de Janeiro,Yes,1,2.0,3.5,0.15
fffe32003200340037003400,Male,636,Rio de Janeiro,Yes,3,4.0,5.2,0.35
fffe32003300310030003900,Female,685,Rio de Janeiro,Yes,2,4.0,4.7,0.25
fffe32003200300035003200,Female,461,Sao Paulo,Yes,1,1.0,1.8,0.07
fffe31003700370031003200,Female,589,Sao Paulo,No,3,,,0.71
fffe32003500320037003900,Female,416,Sao Paulo,Yes,2,3.0,5.4,0.44
fffe31003800340032003200,Female,524,Rio de Janeiro,Yes,1,1.0,3.5,0.21
fffe32003600380033003100,Male,637,Rio de Janeiro,No,1,4.0,5.6,0.52
fffe31003800320031003600,Male,430,Rio de Janeiro,Yes,1,2.0,,0.29
fffe32003500300039003700,Female,495,Rio de Janeiro,Yes,4,8.0,9.2,0.76
fffe31003100370036003900,Female,381,Rio de Janeiro,Yes,2,2.0,,0.08
fffe31003700350039003500,Male,372,Rio de Janeiro,Yes,4,9.0,7.9,
fffe32003000380036003800,Male,513,Sao Paulo,Yes,3,,7.7,0.73
fffe31003000360037003300,Male,544,Rio de Janeiro,No,3,6.0,6.8,0.66
fffe32003100380032003100,Male,572,Rio de Janeiro,Yes,3,7.0,7.2,0.65
fffe31003000370036003500,Female,724,Rio de Janeiro,No,1,4.0,,0.42
fffe32003500310032003100,Female,522,Rio de Janeiro,Yes,2,2.0,3.9,0.29
fffe3100330035003800,Female,403,Rio de Janeiro,Yes,1,3.0,6.7,0.46
fffe33003000360037003100,Male,624,Sao Paulo,No,4,7.0,6.7,0.56
fffe33003200310030003200,Male,602,Sao Paulo,Yes,1,1.0,3.8,0.24
fffe3400310035003500,Male,539,Rio de Janeiro,Yes,2,3.0,4.5,0.26
fffe32003400370038003500,Female,639,Sao Paulo,Yes,1,3.0,5.2,0.33
fffe32003000350037003200,Male,511,Rio de Janeiro,No,4,9.0,8.0,0.75
fffe33003300390039003600,Male,500,Rio de Janeiro,No,2,2.0,2.6,0.14
fffe33003400390037003600,Female,413,Sao Paulo,No,2,3.0,5.4,0.38
fffe3900300039003500,Female,713,Sao Paulo,Yes,2,4.0,4.8,0.3
fffe32003100340032003700,Male,502,Rio de Janeiro,Yes,1,2.0,,0.24
fffe32003000300036003700,Female,541,Rio de Janeiro,Yes,1,4.0,4.3,0.34
fffe32003200370036003500,Male,547,Rio de Janeiro,No,3,6.0,8.1,0.66
fffe3200380037003500,Female,371,Rio de Janeiro,Yes,2,3.0,6.6,0.46
fffe3200340036003500,Female,552,Sao Paulo,Yes,2,3.0,5.3,0.43
fffe31003200370032003300,Female,418,Rio de Janeiro,Yes,0,1.0,,0.24
fffe3600370036003900,Female,420,Rio de Janeiro,No,5,9.0,,0.85
fffe31003300390038003200,Male,646,Sao Paulo,No,3,5.0,,0.33
fffe31003000300031003900,Female,628,Sao Paulo,No,2,4.0,2.6,
fffe32003200330038003900,Male,644,Rio de Janeiro,No,3,6.0,5.9,0.56
fffe31003500360031003100,Female,452,Rio de Janeiro,No,2,4.0,6.9,0.48
fffe31003300390034003800,Female,610,Sao Paulo,Yes,0,1.0,0.7,0.0
fffe31003600340035003100,Female,702,Sao Paulo,No,3,5.0,,0.64
fffe32003900330037003800,Male,673,Rio de Janeiro,Yes,1,3.0,5.0,0.44
fffe3500330037003500,Male,714,Sao Paulo,No,1,3.0,6.7,0.48
fffe3100300031003200,Female,404,Sao Paulo,No,5,9.0,9.1,0.87
fffe3400330031003800,Male,486,Rio de Janeiro,Yes,2,5.0,,0.6
fffe31003800360030003100,Female,497,Sao Paulo,Yes,2,,6.8,0.46
fffe33003200360035003200,Male,653,Rio de Janeiro,No,2,3.0,6.2,0.5
fffe3200320037003300,Female,603,Sao Paulo,Yes,1,3.0,3.4,0.22
fffe32003500320034003500,Female,654,Rio de Janeiro,Yes,0,1.0,4.7,0.3
fffe310036003800,Female,501,Sao Paulo,No,3,6.0,7.8,0.63
fffe33003300390032003400,Female,378,Rio de Janeiro,No,2,3.0,4.8,0.43
fffe33003400390035003600,Female,649,Rio de Janeiro,Yes,1,4.0,6.0,0.46
fffe3300360034003400,Female,591,Sao Paulo,Yes,2,4.0,5.6,0.34
fffe350037003200,Male,711,Rio de Janeiro,Yes,3,,5.8,0.41
fffe33003200360037003500,Male,644,Sao Paulo,No,3,7.0,6.3,0.55
fffe31003700370030003600,Male,371,Rio de Janeiro,Yes,3,5.0,4.8,0.39
fffe3300340030003800,Male,464,Rio de Janeiro,Yes,3,6.0,6.2,0.56
fffe31003600370036003600,Male,409,Sao Paulo,No,3,6.0,7.3,0.6
fffe3900390036003200,Male,601,Rio de Janeiro,No,3,6.0,8.7,0.68
fffe32003400340033003900,Female,665,Sao Paulo,Yes,4,6.0,7.1,0.65
fffe31003000330037003500,Male,384,Rio de Janeiro,No,3,5.0,,0.52
fffe31003600360038003200,Female,661,Rio de Janeiro,No,1,2.0,4.0,0.17
fffe3900350031003700,Female,433,Sao Paulo,No,2,,5.0,0.4
fffe32003800370034003500,Female,597,Rio de Janeiro,No,2,3.0,6.5,0.44
fffe3500360038003500,Male,596,Sao Paulo,Yes,3,6.0,7.8,0.62
fffe3800330038003100,Male,421,Rio de Janeiro,No,2,4.0,6.6,0.43
fffe32003600390039003100,Male,725,Rio de Janeiro,No,2,5.0,6.5,0.56
fffe32003800320038003300,Female,419,Sao Paulo,No,0,1.0,3.9,0.27
fffe32003800300038003200,Female,724,Rio de Janeiro,Yes,4,7.0,7.3,0.75
fffe32003400360039003400,Female,631,Rio de Janeiro,Yes,2,4.0,3.0,0.23
fffe3900340030003900,Male,513,Rio de Janeiro,No,4,8.0,9.4,0.81
fffe32003800340038003100,Female,441,Sao Paulo,No,2,5.0,5.8,0.37
fffe32003800300034003300,Male,423,Rio de Janeiro,Yes,2,5.0,4.5,0.35
fffe3500350039003000,Female,707,Rio de Janeiro,Yes,1,1.0,,0.1
fffe31003700380036003400,Male,393,Rio de Janeiro,No,4,,7.5,0.61
fffe31003700330034003600,Male,611,Sao Paulo,Yes,0,1.0,2.8,0.16
fffe3200320036003500,Male,573,Rio de Janeiro,Yes,0,1.0,3.0,
fffe3400300034003800,Male,398,Rio de Janeiro,Yes,3,5.0,,0.47
fffe33003100370036003200,Female,501,Rio de Janeiro,Yes,1,3.0,4.8,0.38
fffe32003000340033003400,Female,661,Rio de Janeiro,Yes,4,,7.9,0.67
fffe31003000300030003400,Male,545,Rio de Janeiro,Yes,2,2.0,3.1,0.25
fffe3400340033003800,Female,535,Rio de Janeiro,No,5,8.0,,0.78
fffe31003400310037003600,Female,639,Rio de Janeiro,No,3,6.0,5.7,0.51
fffe32003600330039003600,Female,523,Rio de Janeiro,No,3,7.0,7.5,0.67
fffe31003100320031003200,Male,514,Sao Paulo,No,4,6.0,7.1,0.66
fffe3300360034003800,Male,492,Rio de Janeiro,Yes,0,,,0.19
fffe31003200320036003200,Female,446,Sao Paulo,Yes,2,3.0,2.9,0.21
fffe3600320033003100,Male,449,Rio de Janeiro,Yes,0,1.0,,0.0
fffe3400390033003300,Male,467,Rio de Janeiro,Yes,1,3.0,6.9,0.52
fffe3700330039003500,Male,408,Sao Paulo,No,4,7.0,7.9,0.57
fffe3500310030003800,Male,682,Rio de Janeiro,No,2,5.0,5.9,0.55
fffe32003200360032003200,Male,687,Sao Paulo,No,4,6.0,6.0,0.58
fffe33003300350039003100,Male,547,Rio de Janeiro,No,3,5.0,7.9,0.59
fffe3700330033003100,Female,493,Rio de Janeiro,No,3,6.0,7.0,0.6
fffe31003700390038003200,Male,369,Sao Paulo,Yes,3,5.0,5.9,0.48
fffe31003700370035003900,Female,392,Sao Paulo,No,3,6.0,6.6,0.5
fffe31003800340036003100,Female,632,Rio de Janeiro,No,3,7.0,7.5,0.74
fffe3900310037003200,Female,399,Sao Paulo,No,1,3.0,6.6,0.52
fffe32003900340038003800,Female,383,Sao Paulo,No,0,2.0,4.6,0.33
fffe33003400390038003800,Male,619,Sao Paulo,Yes,3,4.0,5.5,0.48
fffe330035003700,Male,463,Rio de Janeiro,No,4,9.0,,0.73
fffe31003400360032003700,Male,457,Sao Paulo,Yes,2,3.0,3.4,0.24
fffe3500310038003400,Male,481,Rio de Janeiro,No,0,1.0,0.8,0.02
fffe31003200390031003400,Female,666,Rio de Janeiro,Yes,2,6.0,6.5,0.62
fffe32003700330031003600,Male,642,Sao Paulo,Yes,1,3.0,6.4,0.45
fffe32003100300036003000,Female,575,Sao Paulo,No,4,9.0,9.8,0.83
fffe3100350032003700,Male,580,Sao Paulo,No,1,4.0,7.4,0.52
fffe32003400330030003200,Female,373,Sao Paulo,No,3,6.0,7.4,0.54
fffe33003400390038003300,Female,503,Rio de Janeiro,Yes,1,2.0,3.9,0.33
fffe32003000380033003500,Male,415,Sao Paulo,Yes,2,3.0,5.0,0.35
fffe31003800380035003100,Male,729,Rio de Janeiro,Yes,3,5.0,5.8,0.48
fffe350031003700,Male,604,Rio de Janeiro,No,2,4.0,5.8,
fffe32003100320037003200,Female,567,Rio de Janeiro,Yes,3,6.0,8.8,0.71
fffe31003000310035003300,Female,451,Rio de Janeiro,No,3,5.0,5.3,0.43
fffe3900340037003900,Male,664,Rio de Janeiro,No,2,3.0,4.3,0.23
fffe32003400360032003600,Female,713,Sao Paulo,Yes,2,3.0,6.2,0.38
fffe3800330037003200,Male,558,Sao Paulo,No,1,1.0,,0.04
fffe32003200380030003800,Female,576,Sao Paulo,Yes,1,3.0,4.5,0.26
fffe3100320031003200,Male,454,Rio de Janeiro,No,3,6.0,8.9,0.71
fffe33003100390036003900,Female,649,Rio de Janeiro,Yes,3,6.0,5.1,0.45
fffe31003800370033003600,Male,668,Rio de Janeiro,No,2,6.0,7.3,0.51
fffe3600380034003200,Female,539,Sao Paulo,No,5,9.0,9.2,0.83
fffe33003000380032003200,Male,669,Sao Paulo,No,3,6.0,8.5,0.73
fffe31003600310032003900,Male,717,Rio de Janeiro,Yes,1,1.0,4.2,0.24
fffe31003900380035003700,Female,695,Sao Paulo,Yes,1,4.0,5.1,0.35
fffe31003300380034003100,Female,414,Rio de Janeiro,No,2,6.0,6.4,0.54
fffe3300340030003600,Male,386,Rio de Janeiro,No,1,4.0,6.5,0.53
fffe31003100350030003400,Female,409,Sao Paulo,Yes,2,,4.0,0.34
fffe32003100310039003800,Male,622,Rio de Janeiro,No,2,6.0,8.3,0.62
fffe33003100360032003600,Female,395,Sao Paulo,No,2,5.0,6.7,0.6
fffe32003300340031003500,Male,660,Sao Paulo,No,3,6.0,7.5,0.72
fffe3800310035003900,Male,469,Rio de Janeiro,No,4,7.0,6.9,0.62
fffe32003700360039003800,Female,623,Rio de Janeiro,No,2,3.0,5.8,0.37
fffe32003900300031003200,Female,535,Rio de Janeiro,Yes,2,4.0,7.2,0.63
fffe31003700360034003700,Female,467,Sao Paulo,Yes,3,6.0,5.7,0.47
fffe32003400360033003200,Female,396,Rio de Janeiro,No,1,1.0,2.4,0.17
fffe32003900350036003800,Female,494,Rio de Janeiro,No,2,3.0,6.3,0.49
fffe32003100340033003500,Male,397,Sao Paulo,Yes,4,6.0,6.6,0.66
fffe32003900390032003600,Female,675,Rio de Janeiro,Yes,3,6.0,8.2,0.66
fffe33003400330035003400,Female,528,Sao Paulo,No,0,1.0,0.8,0.06
fffe31003300350034003500,Male,480,Rio de Janeiro,Yes,2,5.0,5.2,0.35
fffe32003700390030003600,Female,617,Rio de Janeiro,Yes,3,7.0,6.8,0.6
fffe33003300390038003000,Female,504,Sao Paulo,Yes,2,4.0,5.5,0.44
fffe32003000350034003800,Female,565,Rio de Janeiro,Yes,1,2.0,,0.45
fffe3600330037003900,Male,594,Rio de Janeiro,No,2,4.0,,0.41
fffe3600300038003900,Male,551,Rio de Janeiro,Yes,3,6.0,6.3,0.56
fffe32003200360037003700,Male,401,Rio de Janeiro,Yes,1,4.0,5.3,0.32
fffe3400340031003500,Female,571,Rio de Janeiro,No,4,,10.0,1.0
fffe31003800390032003700,Female,701,Sao Paulo,Yes,1,3.0,6.3,0.5
fffe3600330037003400,Female,417,Sao Paulo,No,0,2.0,2.1,0.13
fffe3400310032003400,Female,443,Sao Paulo,Yes,1,1.0,,0.11
fffe3300330039003900,Female,500,Rio de Janeiro,No,3,,,0.54
fffe33003000330037003000,Male,499,Rio de Janeiro,No,3,6.0,8.9,0.89
fffe31003300330035003200,Male,585,Rio de Janeiro,Yes,2,5.0,5.4,0.5
fffe31003600380037003900,Female,609,Sao Paulo,Yes,2,4.0,,0.4
fffe33003100380035003900,Male,487,Rio de Janeiro,Yes,2,4.0,5.0,0.37
fffe31003600380033003900,Male,711,Rio de Janeiro,Yes,1,2.0,,0.43
fffe3400380031003900,Female,591,Rio de Janeiro,No,2,3.0,,0.18
fffe31003800320036003200,Female,425,Sao Paulo,Yes,1,4.0,7.2,0.5
fffe31003800380037003600,Female,651,Rio de Janeiro,No,2,6.0,8.1,0.7
fffe32003700350035003600,Male,702,Rio de Janeiro,No,2,4.0,5.1,0.37
fffe32003900360031003500,Female,519,Rio de Janeiro,Yes,3,6.0,5.0,0.41
fffe3600320032003700,Male,662,Rio de Janeiro,No,4,7.0,6.5,0.64
fffe32003100340034003500,Male,644,Rio de Janeiro,Yes,1,3.0,5.0,0.3
fffe31003500340031003300,Female,528,Rio de Janeiro,Yes,1,3.0,4.9,0.34
fffe32003000360031003200,Female,689,Rio de Janeiro,No,2,5.0,4.1,0.32
fffe32003200310033003800,Female,473,Rio de Janeiro,Yes,2,,5.0,0.34
fffe31003400320038003400,Male,658,Sao Paulo,Yes,2,5.0,5.5,0.38
fffe3600300031003600,Female,591,Sao Paulo,Yes,1,3.0,5.0,0.28
fffe31003100310036003300,Female,715,Rio de Janeiro,No,1,2.0,2.8,0.19
fffe32003000300039003000,Male,438,Sao Paulo,No,0,1.0,2.9,0.17
fffe31003700340030003000,Female,639,Sao Paulo,No,3,5.0,7.1,0.59
fffe31003300360035003000,Male,618,Sao Paulo,No,3,6.0,8.0,0.66
fffe32003000310037003500,Female,701,Rio de Janeiro,No,3,6.0,7.3,0.61
fffe32003500370038003900,Female,624,Rio de Janeiro,Yes,3,6.0,5.4,0.45
fffe33003400370030003400,Female,554,Rio de Janeiro,Yes,2,5.0,6.6,0.6
fffe31003300350036003600,Female,632,Sao Paulo,Yes,0,1.0,2.9,0.23
fffe32003100360036003200,Female,425,Rio de Janeiro,Yes,1,,4.4,0.23
fffe31003800300039003500,Female,690,Sao Paulo,Yes,3,6.0,6.0,0.52
fffe370033003000,Male,432,Rio de Janeiro,Yes,3,7.0,6.4,0.56
fffe32003300370031003200,Male,411,Rio de Janeiro,Yes,1,1.0,0.9,0.08
fffe31003300370034003100,Male,543,Rio de Janeiro,No,4,10.0,9.1,0.99
fffe32003400340036003100,Female,530,Rio de Janeiro,Yes,2,3.0,4.6,0.22
fffe32003600380038003300,Male,391,Rio de Janeiro,Yes,2,2.0,3.3,0.2
fffe3300350039003700,Male,707,Rio de Janeiro,No,4,7.0,7.7,0.71
fffe31003100330034003100,Female,684,Rio de Janeiro,Yes,1,2.0,4.9,0.35
fffe32003500370035003100,Male,427,Rio de Janeiro,No,2,5.0,6.5,0.42
fffe3600310033003000,Male,484,Rio de Janeiro,Yes,2,3.0,4.8,0.26
fffe3400330036003700,Male,686,Rio de Janeiro,No,2,3.0,,0.5
fffe33003400380035003700,Male,396,Sao Paulo,No,3,6.0,6.6,0.57
fffe3400340033003300,Female,584,Rio de Janeiro,No,2,4.0,5.9,0.5
fffe31003600310032003800,Male,370,Sao Paulo,Yes,5,,8.3,0.81
fffe32003000360036003600,Female,520,Rio de Janeiro,Yes,2,3.0,5.5,0.39
fffe31003900360035003700,Male,371,Rio de Janeiro,Yes,1,3.0,3.7,
fffe33003000320034003600,Male,382,Rio de Janeiro,Yes,4,8.0,7.3,0.6
fffe33003100380039003600,Male,687,Rio de Janeiro,Yes,1,4.0,3.9,0.34
fffe31003200380038003000,Female,505,Rio de Janeiro,Yes,0,1.0,0.0,0.0
fffe31003600320031003700,Female,521,Rio de Janeiro,No,2,3.0,4.6,0.38
fffe3900330033003000,Female,606,Rio de Janeiro,No,3,5.0,6.8,0.69
fffe3300300037003500,Female,623,Sao Paulo,No,4,,10.0,0.98
fffe3100330031003800,Male,562,Rio de Janeiro,Yes,0,2.0,3.0,0.12
fffe3400310030003800,Male,694,Rio de Janeiro,No,2,4.0,7.2,0.61
fffe33003200300031003100,Female,638,Sao Paulo,Yes,1,3.0,4.7,0.35
fffe3100310034003100,Male,579,Rio de Janeiro,No,2,5.0,7.3,0.51
fffe32003500390039003300,Female,680,Rio de Janeiro,Yes,1,3.0,3.2,0.25
fffe3900370036003400,Male,711,Sao Paulo,No,3,6.0,7.5,0.55
fffe32003500350038003200,Male,502,Sao Paulo,No,3,5.0,6.9,0.46
fffe31003900350031003100,Male,695,Sao Paulo,No,4,7.0,8.4,0.64
fffe32003600350036003700,Male,388,Rio de Janeiro,No,3,4.0,6.8,0.49
fffe32003700340033003200,Female,441,Rio de Janeiro,No,3,6.0,9.3,0.87
fffe31003000310036003000,Female,711,Rio de Janeiro,No,3,6.0,6.9,0.53
fffe32003300380035003000,Female,367,Rio de Janeiro,Yes,1,2.0,3.6,0.26
fffe390036003400,Female,567,Rio de Janeiro,No,0,1.0,0.6,0.0
fffe31003300360031003100,Female,633,Sao Paulo,Yes,1,3.0,5.3,0.45
fffe3600350036003100,Female,671,Rio de Janeiro,No,3,8.0,9.4,0.92
fffe3800350033003100,Female,444,Sao Paulo,No,1,5.0,5.4,0.51
fffe32003800380039003100,Male,386,Rio de Janeiro,No,3,5.0,7.7,0.66
fffe33003300330036003000,Female,498,Sao Paulo,Yes,2,3.0,4.2,0.37
fffe31003500300037003200,Male,503,Sao Paulo,No,2,5.0,5.9,0.54
fffe32003500390030003300,Female,536,Rio de Janeiro,No,3,6.0,3.9,0.32
fffe31003300380032003400,Female,636,Sao Paulo,Yes,4,9.0,8.5,0.77
fffe31003900330039003700,Male,654,Rio de Janeiro,Yes,3,5.0,5.8,
fffe32003600350031003200,Male,377,Sao Paulo,No,1,1.0,0.0,0.0
fffe33003000380034003300,Male,698,Rio de Janeiro,No,4,7.0,6.6,0.66
fffe32003700320038003100,Female,460,Rio de Janeiro,No,3,6.0,7.4,0.53
fffe3300390032003700,Female,727,Rio de Janeiro,No,4,7.0,7.2,0.59
fffe3300300031003800,Female,650,Sao Paulo,Yes,2,5.0,5.7,0.47
fffe31003400310030003700,Female,512,Rio de Janeiro,Yes,2,4.0,6.0,0.41
fffe31003500360032003400,Female,697,Sao Paulo,Yes,1,2.0,,0.0
fffe32003600390036003200,Female,600,Rio de Janeiro,Yes,1,1.0,0.0,0.0
fffe32003800320034003000,Female,614,Rio de Janeiro,No,3,6.0,5.0,0.33
fffe3800340037003100,Female,536,Rio de Janeiro,Yes,2,3.0,4.8,0.37
fffe3500390033003600,Male,372,Rio de Janeiro,Yes,3,6.0,8.7,0.68
fffe31003100340039003300,Female,715,Rio de Janeiro,Yes,3,4.0,5.3,0.48
fffe3100330036003300,Male,521,Sao Paulo,No,3,5.0,5.8,0.55
fffe32003500330034003700,Male,714,Rio de Janeiro,No,0,1.0,1.8,0.1
fffe31003400330036003600,Female,704,Rio de Janeiro,Yes,3,5.0,4.7,0.4
fffe3600380034003000,Female,397,Sao Paulo,Yes,3,4.0,5.4,
fffe3700300032003100,Male,458,Sao Paulo,No,3,6.0,6.9,0.64
fffe3100320037003300,Male,444,Rio de Janeiro,No,1,3.0,5.8,0.42
fffe31003000300039003300,Male,387,Rio de Janeiro,No,2,,2.9,0.23
fffe32003400380030003200,Male,712,Sao Paulo,Yes,1,3.0,4.4,0.36
fffe3800340036003100,Female,371,Sao Paulo,No,1,,3.7,0.29
fffe31003800390039003000,Female,638,Sao Paulo,Yes,1,2.0,,0.24
fffe32003400390037003400,Female,642,Rio de Janeiro,Yes,2,4.0,8.0,0.65
fffe33003200300039003000,Female,511,Rio de Janeiro,No,1,1.0,2.2,0.06
fffe31003200320037003800,Male,438,Rio de Janeiro,Yes,3,6.0,7.8,0.64
fffe31003600390030003900,Female,709,Rio de Janeiro,No,1,3.0,5.9,0.45
fffe3100350032003900,Male,599,Rio de Janeiro,Yes,2,,6.7,0.45
fffe33003200350036003700,Male,388,Rio de Janeiro,No,3,6.0,7.9,0.58
fffe33003000370031003100,Female,688,Rio de Janeiro,Yes,3,4.0,5.1,0.4
fffe32003700380039003400,Female,721,Sao Paulo,No,3,6.0,7.5,0.53
fffe32003000300036003600,Male,580,Rio de Janeiro,Yes,4,8.0,8.9,0.83
fffe32003300370031003800,Female,485,Rio de Janeiro,No,3,5.0,6.6,0.53
fffe31003800310032003200,Male,524,Sao Paulo,No,3,7.0,8.2,
fffe3800380035003600,Male,404,Rio de Janeiro,Yes,1,3.0,6.9,0.49
